tss_id	ohn_fam	mm_cat	dre_cat	Connectivity
BL10450	ohn_fam_BL10450	1-1	1	0
ENSDARG00000070127	ohn_fam_BL10450	1-1	1	0
BL01359	ohn_fam_BL01359	1-1	1	0
ENSDARG00000063069	ohn_fam_BL01359	1-1	1	0
BL07417	ohn_fam_BL07417	1-3	3	0
ENSDARG00000078440	ohn_fam_BL07417	1-3	3	4
ENSDARG00000053713	ohn_fam_BL07417	1-3	3	1
ENSDARG00000076189	ohn_fam_BL07417	1-3	3	0
BL02429	ohn_fam_BL02429	1-3	2	0
ENSDARG00000052728	ohn_fam_BL02429	1-3	2	0
ENSDARG00000020467	ohn_fam_BL02429	1-3	2	0
BL11036	ohn_fam_BL11036	1-1	1	0
ENSDARG00000043680	ohn_fam_BL11036	1-1	1	0
BL21287	ohn_fam_BL21287	1-4	3	1
ENSDARG00000056922	ohn_fam_BL21287	1-4	3	2
ENSDARG00000099137	ohn_fam_BL21287	1-4	3	2
ENSDARG00000035682	ohn_fam_BL21287	1-4	3	0
BL00908	ohn_fam_BL00908	1-4	5	2
ENSDARG00000061099	ohn_fam_BL00908	1-4	5	2
ENSDARG00000006396	ohn_fam_BL00908	1-4	5	0
ENSDARG00000103109	ohn_fam_BL00908	1-4	5	2
ENSDARG00000007149	ohn_fam_BL00908	1-4	5	2
ENSDARG00000015025	ohn_fam_BL00908	1-4	5	0
BL00489	ohn_fam_BL00489	1-1	2	0
ENSDARG00000075892	ohn_fam_BL00489	1-1	2	0
ENSDARG00000077531	ohn_fam_BL00489	1-1	2	0
BL12980	ohn_fam_BL12980	1-3	2	1
ENSDARG00000060068	ohn_fam_BL12980	1-3	2	2
ENSDARG00000078391	ohn_fam_BL12980	1-3	2	0
BL13131	ohn_fam_BL13131	1-4	3	0
ENSDARG00000103607	ohn_fam_BL13131	1-4	3	3
ENSDARG00000075733	ohn_fam_BL13131	1-4	3	1
ENSDARG00000077964	ohn_fam_BL13131	1-4	3	0
BL08127	ohn_fam_BL08127	1-3	4	0
ENSDARG00000102774	ohn_fam_BL08127	1-3	4	0
ENSDARG00000019299	ohn_fam_BL08127	1-3	4	0
ENSDARG00000052894	ohn_fam_BL08127	1-3	4	0
ENSDARG00000060885	ohn_fam_BL08127	1-3	4	0
BL16431	ohn_fam_BL16431	1-2	3	3
ENSDARG00000068367	ohn_fam_BL16431	1-2	3	1
ENSDARG00000007693	ohn_fam_BL16431	1-2	3	0
ENSDARG00000005481	ohn_fam_BL16431	1-2	3	3
BL05422	ohn_fam_BL05422	1-2	1	0
ENSDARG00000100965	ohn_fam_BL05422	1-2	1	1
BL16378	ohn_fam_BL16378	1-4	3	1
ENSDARG00000062103	ohn_fam_BL16378	1-4	3	0
ENSDARG00000039974	ohn_fam_BL16378	1-4	3	1
ENSDARG00000060238	ohn_fam_BL16378	1-4	3	0
BL01869	ohn_fam_BL01869	1-4	3	0
ENSDARG00000057610	ohn_fam_BL01869	1-4	3	0
ENSDARG00000094176	ohn_fam_BL01869	1-4	3	0
ENSDARG00000037262	ohn_fam_BL01869	1-4	3	0
BL11212	ohn_fam_BL11212	1-2	4	0
ENSDARG00000104609	ohn_fam_BL11212	1-2	4	0
ENSDARG00000104148	ohn_fam_BL11212	1-2	4	0
ENSDARG00000061108	ohn_fam_BL11212	1-2	4	0
ENSDARG00000100666	ohn_fam_BL11212	1-2	4	1
BL15533	ohn_fam_BL15533	1-2	2	1
ENSDARG00000060847	ohn_fam_BL15533	1-2	2	1
ENSDARG00000060030	ohn_fam_BL15533	1-2	2	0
BL24573	ohn_fam_BL24573	1-2	3	0
ENSDARG00000037060	ohn_fam_BL24573	1-2	3	3
ENSDARG00000079312	ohn_fam_BL24573	1-2	3	2
ENSDARG00000075560	ohn_fam_BL24573	1-2	3	0
BL03208	ohn_fam_BL03208	1-4	4	0
ENSDARG00000027497	ohn_fam_BL03208	1-4	4	0
ENSDARG00000088789	ohn_fam_BL03208	1-4	4	1
ENSDARG00000086505	ohn_fam_BL03208	1-4	4	0
ENSDARG00000074311	ohn_fam_BL03208	1-4	4	1
BL07886	ohn_fam_BL07886	1-2	2	0
ENSDARG00000104017	ohn_fam_BL07886	1-2	2	0
ENSDARG00000040116	ohn_fam_BL07886	1-2	2	0
BL15540	ohn_fam_BL15540	1-2	2	1
ENSDARG00000077353	ohn_fam_BL15540	1-2	2	2
ENSDARG00000075670	ohn_fam_BL15540	1-2	2	1
BL06976	ohn_fam_BL06976	1-3	5	1
ENSDARG00000044010	ohn_fam_BL06976	1-3	5	1
ENSDARG00000076306	ohn_fam_BL06976	1-3	5	0
ENSDARG00000039563	ohn_fam_BL06976	1-3	5	0
ENSDARG00000044074	ohn_fam_BL06976	1-3	5	0
ENSDARG00000025089	ohn_fam_BL06976	1-3	5	1
BL18239	ohn_fam_BL18239	1-2	3	0
ENSDARG00000101891	ohn_fam_BL18239	1-2	3	1
ENSDARG00000092503	ohn_fam_BL18239	1-2	3	0
ENSDARG00000101710	ohn_fam_BL18239	1-2	3	0
BL03385	ohn_fam_BL03385	1-3	1	0
ENSDARG00000078355	ohn_fam_BL03385	1-3	1	1
BL17936	ohn_fam_BL17936	1-1	1	0
ENSDARG00000078310	ohn_fam_BL17936	1-1	1	0
BL20923	ohn_fam_BL20923	1-2	2	2
ENSDARG00000038006	ohn_fam_BL20923	1-2	2	3
ENSDARG00000014091	ohn_fam_BL20923	1-2	2	1
BL22104	ohn_fam_BL22104	1-1	1	2
ENSDARG00000041350	ohn_fam_BL22104	1-1	1	0
BL10608	ohn_fam_BL10608	1-1	1	0
ENSDARG00000056279	ohn_fam_BL10608	1-1	1	0
BL07935	ohn_fam_BL07935	1-2	3	2
ENSDARG00000053301	ohn_fam_BL07935	1-2	3	4
ENSDARG00000020655	ohn_fam_BL07935	1-2	3	0
ENSDARG00000091756	ohn_fam_BL07935	1-2	3	1
BL23357	ohn_fam_BL23357	1-1	1	1
ENSDARG00000093480	ohn_fam_BL23357	1-1	1	2
BL07494	ohn_fam_BL07494	1-2	3	0
ENSDARG00000004748	ohn_fam_BL07494	1-2	3	0
ENSDARG00000016538	ohn_fam_BL07494	1-2	3	0
ENSDARG00000029841	ohn_fam_BL07494	1-2	3	2
BL18048	ohn_fam_BL18048	1-1	2	0
ENSDARG00000096748	ohn_fam_BL18048	1-1	2	0
ENSDARG00000003797	ohn_fam_BL18048	1-1	2	0
BL20137	ohn_fam_BL20137	1-2	1	0
ENSDARG00000010784	ohn_fam_BL20137	1-2	1	0
BL17912	ohn_fam_BL17912	1-1	1	0
ENSDARG00000025467	ohn_fam_BL17912	1-1	1	0
BL95461	ohn_fam_BL95461	1-2	2	0
ENSDARG00000032197	ohn_fam_BL95461	1-2	2	1
ENSDARG00000060661	ohn_fam_BL95461	1-2	2	0
BL12083	ohn_fam_BL12083	1-3	4	0
ENSDARG00000045864	ohn_fam_BL12083	1-3	4	0
ENSDARG00000062662	ohn_fam_BL12083	1-3	4	0
ENSDARG00000077261	ohn_fam_BL12083	1-3	4	1
ENSDARG00000056111	ohn_fam_BL12083	1-3	4	1
BL19537	ohn_fam_BL19537	1-2	1	0
ENSDARG00000058448	ohn_fam_BL19537	1-2	1	0
BL09443	ohn_fam_BL09443	1-1	1	0
ENSDARG00000015628	ohn_fam_BL09443	1-1	1	0
BL08768	ohn_fam_BL08768	1-2	3	0
ENSDARG00000042322	ohn_fam_BL08768	1-2	3	0
ENSDARG00000055530	ohn_fam_BL08768	1-2	3	0
ENSDARG00000042319	ohn_fam_BL08768	1-2	3	1
BL19080	ohn_fam_BL19080	1-1	1	0
ENSDARG00000090429	ohn_fam_BL19080	1-1	1	0
BL14235	ohn_fam_BL14235	1-2	2	2
ENSDARG00000039486	ohn_fam_BL14235	1-2	2	1
ENSDARG00000017316	ohn_fam_BL14235	1-2	2	0
BL16687	ohn_fam_BL16687	1-2	3	1
ENSDARG00000069295	ohn_fam_BL16687	1-2	3	1
ENSDARG00000069335	ohn_fam_BL16687	1-2	3	0
ENSDARG00000070864	ohn_fam_BL16687	1-2	3	1
BL12673	ohn_fam_BL12673	1-1	1	0
ENSDARG00000076781	ohn_fam_BL12673	1-1	1	2
BL30302	ohn_fam_BL30302	1-1	1	0
ENSDARG00000102268	ohn_fam_BL30302	1-1	1	0
BL22399	ohn_fam_BL22399	1-3	4	0
ENSDARG00000061140	ohn_fam_BL22399	1-3	4	1
ENSDARG00000079011	ohn_fam_BL22399	1-3	4	2
ENSDARG00000069415	ohn_fam_BL22399	1-3	4	4
ENSDARG00000008060	ohn_fam_BL22399	1-3	4	2
BL17996	ohn_fam_BL17996	1-4	5	0
ENSDARG00000078135	ohn_fam_BL17996	1-4	5	0
ENSDARG00000102100	ohn_fam_BL17996	1-4	5	2
ENSDARG00000102907	ohn_fam_BL17996	1-4	5	0
ENSDARG00000053113	ohn_fam_BL17996	1-4	5	2
ENSDARG00000077474	ohn_fam_BL17996	1-4	5	0
BL16329	ohn_fam_BL16329	1-4	13	0
ENSDARG00000100161	ohn_fam_BL16329	1-4	13	2
ENSDARG00000102158	ohn_fam_BL16329	1-4	13	0
ENSDARG00000079155	ohn_fam_BL16329	1-4	13	0
ENSDARG00000069199	ohn_fam_BL16329	1-4	13	1
ENSDARG00000002509	ohn_fam_BL16329	1-4	13	1
ENSDARG00000076139	ohn_fam_BL16329	1-4	13	2
ENSDARG00000078643	ohn_fam_BL16329	1-4	13	2
ENSDARG00000102296	ohn_fam_BL16329	1-4	13	0
ENSDARG00000074235	ohn_fam_BL16329	1-4	13	1
ENSDARG00000103273	ohn_fam_BL16329	1-4	13	0
ENSDARG00000088680	ohn_fam_BL16329	1-4	13	1
ENSDARG00000004763	ohn_fam_BL16329	1-4	13	0
ENSDARG00000086254	ohn_fam_BL16329	1-4	13	3
BL19492	ohn_fam_BL19492	1-2	2	0
ENSDARG00000063062	ohn_fam_BL19492	1-2	2	0
ENSDARG00000100508	ohn_fam_BL19492	1-2	2	0
BL95489	ohn_fam_BL95489	1-1	1	0
ENSDARG00000070846	ohn_fam_BL95489	1-1	1	1
BL02098	ohn_fam_BL02098	1-2	3	0
ENSDARG00000078691	ohn_fam_BL02098	1-2	3	0
ENSDARG00000009735	ohn_fam_BL02098	1-2	3	0
ENSDARG00000098932	ohn_fam_BL02098	1-2	3	3
BL23258	ohn_fam_BL23258	1-3	2	0
ENSDARG00000061778	ohn_fam_BL23258	1-3	2	1
ENSDARG00000011975	ohn_fam_BL23258	1-3	2	2
BL22638	ohn_fam_BL22638	1-2	3	1
ENSDARG00000043697	ohn_fam_BL22638	1-2	3	3
ENSDARG00000003146	ohn_fam_BL22638	1-2	3	0
ENSDARG00000021351	ohn_fam_BL22638	1-2	3	0
BL13844	ohn_fam_BL13844	1-3	3	0
ENSDARG00000075252	ohn_fam_BL13844	1-3	3	0
ENSDARG00000045885	ohn_fam_BL13844	1-3	3	0
ENSDARG00000054010	ohn_fam_BL13844	1-3	3	0
BL24882	ohn_fam_BL24882	1-2	2	0
ENSDARG00000015805	ohn_fam_BL24882	1-2	2	0
ENSDARG00000055607	ohn_fam_BL24882	1-2	2	0
BL23375	ohn_fam_BL23375	1-3	3	0
ENSDARG00000042722	ohn_fam_BL23375	1-3	3	2
ENSDARG00000036215	ohn_fam_BL23375	1-3	3	1
ENSDARG00000055955	ohn_fam_BL23375	1-3	3	0
BL01350	ohn_fam_BL01350	1-2	3	1
ENSDARG00000004930	ohn_fam_BL01350	1-2	3	1
ENSDARG00000074275	ohn_fam_BL01350	1-2	3	0
ENSDARG00000103774	ohn_fam_BL01350	1-2	3	3
BL19092	ohn_fam_BL19092	1-1	1	0
ENSDARG00000097591	ohn_fam_BL19092	1-1	1	0
BL02964	ohn_fam_BL02964	1-1	1	0
ENSDARG00000100892	ohn_fam_BL02964	1-1	1	0
BL08244	ohn_fam_BL08244	1-1	1	1
ENSDARG00000077928	ohn_fam_BL08244	1-1	1	0
BL21143	ohn_fam_BL21143	1-1	1	0
ENSDARG00000068562	ohn_fam_BL21143	1-1	1	0
BL03451	ohn_fam_BL03451	1-4	5	0
ENSDARG00000022280	ohn_fam_BL03451	1-4	5	3
ENSDARG00000046087	ohn_fam_BL03451	1-4	5	1
ENSDARG00000078904	ohn_fam_BL03451	1-4	5	0
ENSDARG00000006527	ohn_fam_BL03451	1-4	5	1
ENSDARG00000100129	ohn_fam_BL03451	1-4	5	0
BL00412	ohn_fam_BL00412	1-1	1	0
ENSDARG00000103956	ohn_fam_BL00412	1-1	1	0
BL00614	ohn_fam_BL00614	1-1	1	0
ENSDARG00000006666	ohn_fam_BL00614	1-1	1	0
BL08550	ohn_fam_BL08550	1-1	2	1
ENSDARG00000031049	ohn_fam_BL08550	1-1	2	3
ENSDARG00000056084	ohn_fam_BL08550	1-1	2	2
BL04374	ohn_fam_BL04374	1-1	1	0
ENSDARG00000089320	ohn_fam_BL04374	1-1	1	1
BL11765	ohn_fam_BL11765	1-2	2	0
ENSDARG00000017037	ohn_fam_BL11765	1-2	2	0
ENSDARG00000002663	ohn_fam_BL11765	1-2	2	2
BL17991	ohn_fam_BL17991	1-1	1	0
ENSDARG00000097772	ohn_fam_BL17991	1-1	1	3
BL95542	ohn_fam_BL95542	1-1	1	0
ENSDARG00000086764	ohn_fam_BL95542	1-1	1	0
BL12701	ohn_fam_BL12701	1-1	1	0
ENSDARG00000059059	ohn_fam_BL12701	1-1	1	0
BL10677	ohn_fam_BL10677	1-3	1	0
ENSDARG00000088885	ohn_fam_BL10677	1-3	1	0
BL05804	ohn_fam_BL05804	1-2	1	0
ENSDARG00000056862	ohn_fam_BL05804	1-2	1	1
BL58905	ohn_fam_BL58905	1-1	1	0
ENSDARG00000076624	ohn_fam_BL58905	1-1	1	0
BL19631	ohn_fam_BL19631	1-2	1	0
ENSDARG00000033042	ohn_fam_BL19631	1-2	1	0
BL04523	ohn_fam_BL04523	1-1	1	0
ENSDARG00000079679	ohn_fam_BL04523	1-1	1	0
BL17869	ohn_fam_BL17869	1-1	1	0
ENSDARG00000092464	ohn_fam_BL17869	1-1	1	1
BL14120	ohn_fam_BL14120	1-3	2	0
ENSDARG00000101989	ohn_fam_BL14120	1-3	2	1
ENSDARG00000098228	ohn_fam_BL14120	1-3	2	3
BL00512	ohn_fam_BL00512	1-1	1	0
ENSDARG00000033852	ohn_fam_BL00512	1-1	1	0
BL22942	ohn_fam_BL22942	1-1	1	0
ENSDARG00000004177	ohn_fam_BL22942	1-1	1	3
BL12866	ohn_fam_BL12866	1-1	1	0
ENSDARG00000003872	ohn_fam_BL12866	1-1	1	1
BL01070	ohn_fam_BL01070	1-2	2	0
ENSDARG00000015853	ohn_fam_BL01070	1-2	2	0
ENSDARG00000100188	ohn_fam_BL01070	1-2	2	0
BL03815	ohn_fam_BL03815	1-1	1	0
ENSDARG00000017425	ohn_fam_BL03815	1-1	1	0
BL05154	ohn_fam_BL05154	1-1	1	0
ENSDARG00000100442	ohn_fam_BL05154	1-1	1	1
BL11840	ohn_fam_BL11840	1-1	1	0
ENSDARG00000023495	ohn_fam_BL11840	1-1	1	0
BL02539	ohn_fam_BL02539	1-1	1	1
ENSDARG00000078822	ohn_fam_BL02539	1-1	1	0
BL05470	ohn_fam_BL05470	1-2	2	0
ENSDARG00000009764	ohn_fam_BL05470	1-2	2	0
ENSDARG00000098574	ohn_fam_BL05470	1-2	2	1
BL00815	ohn_fam_BL00815	1-1	1	0
ENSDARG00000014366	ohn_fam_BL00815	1-1	1	1
BL03195	ohn_fam_BL03195	1-1	1	1
ENSDARG00000013526	ohn_fam_BL03195	1-1	1	0
BL18358	ohn_fam_BL18358	1-1	1	0
ENSDARG00000104933	ohn_fam_BL18358	1-1	1	0
BL17746	ohn_fam_BL17746	1-2	1	0
ENSDARG00000076153	ohn_fam_BL17746	1-2	1	0
BL97118	ohn_fam_BL97118	1-4	5	1
ENSDARG00000098294	ohn_fam_BL97118	1-4	5	0
ENSDARG00000009014	ohn_fam_BL97118	1-4	5	2
ENSDARG00000026165	ohn_fam_BL97118	1-4	5	2
ENSDARG00000012593	ohn_fam_BL97118	1-4	5	0
ENSDARG00000012422	ohn_fam_BL97118	1-4	5	0
BL11394	ohn_fam_BL11394	1-1	1	0
ENSDARG00000055113	ohn_fam_BL11394	1-1	1	0
BL13649	ohn_fam_BL13649	1-2	1	1
ENSDARG00000103922	ohn_fam_BL13649	1-2	1	0
BL05363	ohn_fam_BL05363	1-3	1	1
ENSDARG00000023309	ohn_fam_BL05363	1-3	1	0
BL12644	ohn_fam_BL12644	1-2	2	1
ENSDARG00000052512	ohn_fam_BL12644	1-2	2	1
ENSDARG00000002991	ohn_fam_BL12644	1-2	2	2
BL00124	ohn_fam_BL00124	1-1	1	0
ENSDARG00000067841	ohn_fam_BL00124	1-1	1	0
BL04902	ohn_fam_BL04902	1-1	1	1
ENSDARG00000037276	ohn_fam_BL04902	1-1	1	1
BL96061	ohn_fam_BL96061	1-1	2	1
ENSDARG00000078722	ohn_fam_BL96061	1-1	2	0
ENSDARG00000059596	ohn_fam_BL96061	1-1	2	3
BL24982	ohn_fam_BL24982	1-2	2	0
ENSDARG00000073699	ohn_fam_BL24982	1-2	2	0
ENSDARG00000024492	ohn_fam_BL24982	1-2	2	0
BL84899	ohn_fam_BL84899	1-1	1	0
ENSDARG00000041779	ohn_fam_BL84899	1-1	1	0
BL96671	ohn_fam_BL96671	1-1	1	0
ENSDARG00000098937	ohn_fam_BL96671	1-1	1	1
BL62289	ohn_fam_BL62289	1-1	1	0
ENSDARG00000086851	ohn_fam_BL62289	1-1	1	0
BL27350	ohn_fam_BL27350	1-1	1	0
ENSDARG00000001244	ohn_fam_BL27350	1-1	1	3
BL59754	ohn_fam_BL59754	1-3	5	0
ENSDARG00000036245	ohn_fam_BL59754	1-3	5	1
ENSDARG00000104300	ohn_fam_BL59754	1-3	5	3
ENSDARG00000006712	ohn_fam_BL59754	1-3	5	1
ENSDARG00000045298	ohn_fam_BL59754	1-3	5	1
ENSDARG00000071084	ohn_fam_BL59754	1-3	5	1
BL00626	ohn_fam_BL00626	1-1	1	2
ENSDARG00000090935	ohn_fam_BL00626	1-1	1	0
BL11379	ohn_fam_BL11379	1-2	1	0
ENSDARG00000091398	ohn_fam_BL11379	1-2	1	0
BL04766	ohn_fam_BL04766	1-3	2	0
ENSDARG00000086327	ohn_fam_BL04766	1-3	2	1
ENSDARG00000037965	ohn_fam_BL04766	1-3	2	0
BL24172	ohn_fam_BL24172	1-1	1	0
ENSDARG00000061031	ohn_fam_BL24172	1-1	1	0
BL06882	ohn_fam_BL06882	1-1	1	1
ENSDARG00000027749	ohn_fam_BL06882	1-1	1	0
BL19043	ohn_fam_BL19043	1-1	1	0
ENSDARG00000061951	ohn_fam_BL19043	1-1	1	1
BL06048	ohn_fam_BL06048	1-1	1	0
ENSDARG00000059097	ohn_fam_BL06048	1-1	1	0
BL01374	ohn_fam_BL01374	1-1	2	1
ENSDARG00000022045	ohn_fam_BL01374	1-1	2	0
ENSDARG00000059601	ohn_fam_BL01374	1-1	2	2
BL04081	ohn_fam_BL04081	1-3	4	0
ENSDARG00000099690	ohn_fam_BL04081	1-3	4	1
ENSDARG00000017105	ohn_fam_BL04081	1-3	4	1
ENSDARG00000035650	ohn_fam_BL04081	1-3	4	1
ENSDARG00000032049	ohn_fam_BL04081	1-3	4	0
BL96225	ohn_fam_BL96225	1-1	1	3
ENSDARG00000078508	ohn_fam_BL96225	1-1	1	1
BL00829	ohn_fam_BL00829	1-3	4	2
ENSDARG00000059558	ohn_fam_BL00829	1-3	4	3
ENSDARG00000076830	ohn_fam_BL00829	1-3	4	1
ENSDARG00000098278	ohn_fam_BL00829	1-3	4	0
ENSDARG00000056781	ohn_fam_BL00829	1-3	4	0
BL08569	ohn_fam_BL08569	1-1	1	0
ENSDARG00000100506	ohn_fam_BL08569	1-1	1	1
BL02538	ohn_fam_BL02538	1-1	2	1
ENSDARG00000060106	ohn_fam_BL02538	1-1	2	2
ENSDARG00000060081	ohn_fam_BL02538	1-1	2	0
BL19990	ohn_fam_BL19990	1-3	4	0
ENSDARG00000043130	ohn_fam_BL19990	1-3	4	1
ENSDARG00000052139	ohn_fam_BL19990	1-3	4	1
ENSDARG00000052094	ohn_fam_BL19990	1-3	4	2
ENSDARG00000103554	ohn_fam_BL19990	1-3	4	3
BL82838	ohn_fam_BL82838	1-1	1	1
ENSDARG00000077231	ohn_fam_BL82838	1-1	1	3
BL20706	ohn_fam_BL20706	1-2	2	1
ENSDARG00000070331	ohn_fam_BL20706	1-2	2	3
ENSDARG00000078994	ohn_fam_BL20706	1-2	2	2
BL21320	ohn_fam_BL21320	1-1	1	0
ENSDARG00000035427	ohn_fam_BL21320	1-1	1	0
BL07734	ohn_fam_BL07734	1-3	2	0
ENSDARG00000102888	ohn_fam_BL07734	1-3	2	1
ENSDARG00000077577	ohn_fam_BL07734	1-3	2	0
BL26498	ohn_fam_BL26498	1-3	4	0
ENSDARG00000045677	ohn_fam_BL26498	1-3	4	0
ENSDARG00000044861	ohn_fam_BL26498	1-3	4	0
ENSDARG00000044862	ohn_fam_BL26498	1-3	4	0
ENSDARG00000002193	ohn_fam_BL26498	1-3	4	0
BL24682	ohn_fam_BL24682	1-1	2	0
ENSDARG00000036458	ohn_fam_BL24682	1-1	2	0
ENSDARG00000044900	ohn_fam_BL24682	1-1	2	0
BL19019	ohn_fam_BL19019	1-3	3	0
ENSDARG00000074540	ohn_fam_BL19019	1-3	3	0
ENSDARG00000063357	ohn_fam_BL19019	1-3	3	0
ENSDARG00000028586	ohn_fam_BL19019	1-3	3	1
BL00848	ohn_fam_BL00848	1-1	1	0
ENSDARG00000077308	ohn_fam_BL00848	1-1	1	0
BL05536	ohn_fam_BL05536	1-1	5	0
ENSDARG00000053929	ohn_fam_BL05536	1-1	5	1
ENSDARG00000079129	ohn_fam_BL05536	1-1	5	1
ENSDARG00000022098	ohn_fam_BL05536	1-1	5	0
ENSDARG00000103259	ohn_fam_BL05536	1-1	5	0
ENSDARG00000007553	ohn_fam_BL05536	1-1	5	0
BL03664	ohn_fam_BL03664	1-2	6	0
ENSDARG00000037576	ohn_fam_BL03664	1-2	6	0
ENSDARG00000024873	ohn_fam_BL03664	1-2	6	0
ENSDARG00000071640	ohn_fam_BL03664	1-2	6	0
ENSDARG00000040765	ohn_fam_BL03664	1-2	6	0
ENSDARG00000038918	ohn_fam_BL03664	1-2	6	0
ENSDARG00000056284	ohn_fam_BL03664	1-2	6	0
BL13432	ohn_fam_BL13432	1-3	2	0
ENSDARG00000028725	ohn_fam_BL13432	1-3	2	0
ENSDARG00000011317	ohn_fam_BL13432	1-3	2	2
BL20052	ohn_fam_BL20052	1-3	5	0
ENSDARG00000035533	ohn_fam_BL20052	1-3	5	0
ENSDARG00000102900	ohn_fam_BL20052	1-3	5	1
ENSDARG00000075112	ohn_fam_BL20052	1-3	5	0
ENSDARG00000003054	ohn_fam_BL20052	1-3	5	0
ENSDARG00000074509	ohn_fam_BL20052	1-3	5	0
BL77892	ohn_fam_BL77892	1-2	2	0
ENSDARG00000062674	ohn_fam_BL77892	1-2	2	0
ENSDARG00000020252	ohn_fam_BL77892	1-2	2	0
BL21066	ohn_fam_BL21066	1-1	2	0
ENSDARG00000103553	ohn_fam_BL21066	1-1	2	0
ENSDARG00000103083	ohn_fam_BL21066	1-1	2	0
BL21067	ohn_fam_BL21067	1-3	3	0
ENSDARG00000074319	ohn_fam_BL21067	1-3	3	2
ENSDARG00000079613	ohn_fam_BL21067	1-3	3	3
ENSDARG00000044485	ohn_fam_BL21067	1-3	3	2
BL21065	ohn_fam_BL21065	1-1	1	0
ENSDARG00000040303	ohn_fam_BL21065	1-1	1	1
BL21063	ohn_fam_BL21063	1-1	2	0
ENSDARG00000015862	ohn_fam_BL21063	1-1	2	0
ENSDARG00000020197	ohn_fam_BL21063	1-1	2	0
BL95313	ohn_fam_BL95313	1-4	5	0
ENSDARG00000034307	ohn_fam_BL95313	1-4	5	0
ENSDARG00000022532	ohn_fam_BL95313	1-4	5	0
ENSDARG00000069660	ohn_fam_BL95313	1-4	5	0
ENSDARG00000086647	ohn_fam_BL95313	1-4	5	0
ENSDARG00000019342	ohn_fam_BL95313	1-4	5	0
BL11550	ohn_fam_BL11550	1-1	2	1
ENSDARG00000090714	ohn_fam_BL11550	1-1	2	0
ENSDARG00000074282	ohn_fam_BL11550	1-1	2	0
BL17951	ohn_fam_BL17951	1-3	3	0
ENSDARG00000030125	ohn_fam_BL17951	1-3	3	2
ENSDARG00000058598	ohn_fam_BL17951	1-3	3	1
ENSDARG00000101717	ohn_fam_BL17951	1-3	3	1
BL21392	ohn_fam_BL21392	1-2	1	0
ENSDARG00000074756	ohn_fam_BL21392	1-2	1	0
BL02873	ohn_fam_BL02873	1-2	3	3
ENSDARG00000104361	ohn_fam_BL02873	1-2	3	3
ENSDARG00000019013	ohn_fam_BL02873	1-2	3	0
ENSDARG00000035508	ohn_fam_BL02873	1-2	3	0
BL22260	ohn_fam_BL22260	1-3	4	0
ENSDARG00000014626	ohn_fam_BL22260	1-3	4	2
ENSDARG00000042296	ohn_fam_BL22260	1-3	4	3
ENSDARG00000079964	ohn_fam_BL22260	1-3	4	3
ENSDARG00000017174	ohn_fam_BL22260	1-3	4	1
BL13404	ohn_fam_BL13404	1-1	2	0
ENSDARG00000058379	ohn_fam_BL13404	1-1	2	1
ENSDARG00000014201	ohn_fam_BL13404	1-1	2	1
BL21899	ohn_fam_BL21899	1-2	2	1
ENSDARG00000104735	ohn_fam_BL21899	1-2	2	0
ENSDARG00000022569	ohn_fam_BL21899	1-2	2	1
BL03270	ohn_fam_BL03270	1-1	1	1
ENSDARG00000069329	ohn_fam_BL03270	1-1	1	1
BL12289	ohn_fam_BL12289	1-3	2	0
ENSDARG00000104307	ohn_fam_BL12289	1-3	2	2
ENSDARG00000008174	ohn_fam_BL12289	1-3	2	3
BL07358	ohn_fam_BL07358	1-2	2	0
ENSDARG00000091029	ohn_fam_BL07358	1-2	2	0
ENSDARG00000007406	ohn_fam_BL07358	1-2	2	1
BL09897	ohn_fam_BL09897	1-2	2	0
ENSDARG00000042027	ohn_fam_BL09897	1-2	2	0
ENSDARG00000033971	ohn_fam_BL09897	1-2	2	3
BL06267	ohn_fam_BL06267	1-1	1	0
ENSDARG00000068976	ohn_fam_BL06267	1-1	1	0
BL04439	ohn_fam_BL04439	1-2	2	0
ENSDARG00000001859	ohn_fam_BL04439	1-2	2	2
ENSDARG00000086393	ohn_fam_BL04439	1-2	2	3
BL17526	ohn_fam_BL17526	1-1	1	0
ENSDARG00000009134	ohn_fam_BL17526	1-1	1	0
BL95610	ohn_fam_BL95610	1-3	4	2
ENSDARG00000011273	ohn_fam_BL95610	1-3	4	0
ENSDARG00000003965	ohn_fam_BL95610	1-3	4	0
ENSDARG00000017615	ohn_fam_BL95610	1-3	4	4
ENSDARG00000100401	ohn_fam_BL95610	1-3	4	0
BL02953	ohn_fam_BL02953	1-3	4	0
ENSDARG00000042291	ohn_fam_BL02953	1-3	4	0
ENSDARG00000013125	ohn_fam_BL02953	1-3	4	1
ENSDARG00000071560	ohn_fam_BL02953	1-3	4	2
ENSDARG00000011956	ohn_fam_BL02953	1-3	4	4
BL23650	ohn_fam_BL23650	1-2	2	0
ENSDARG00000037550	ohn_fam_BL23650	1-2	2	0
ENSDARG00000033566	ohn_fam_BL23650	1-2	2	0
BL04317	ohn_fam_BL04317	1-2	5	1
ENSDARG00000035569	ohn_fam_BL04317	1-2	5	0
ENSDARG00000101789	ohn_fam_BL04317	1-2	5	0
ENSDARG00000098315	ohn_fam_BL04317	1-2	5	0
ENSDARG00000101195	ohn_fam_BL04317	1-2	5	1
ENSDARG00000068934	ohn_fam_BL04317	1-2	5	0
