Bla	Dre	mm_cat	dre_cat
BL04317	ENSDARG00000035569	1-2	5
BL04317	ENSDARG00000101789	1-2	5
BL04317	ENSDARG00000098315	1-2	5
BL04317	ENSDARG00000101195	1-2	5
BL04317	ENSDARG00000068934	1-2	5
BL21399	ENSDARG00000018296	1-1	1
BL14299	ENSDARG00000042816	1-1	1
BL15550	ENSDARG00000059244	1-2	3
BL15550	ENSDARG00000056664	1-2	3
BL15550	ENSDARG00000070055	1-2	3
BL23670	ENSDARG00000069114	1-1	1
BL24604	ENSDARG00000041554	1-2	1
BL15557	ENSDARG00000061719	1-1	1
BL15558	ENSDARG00000037153	1-2	4
BL15558	ENSDARG00000041417	1-2	4
BL15558	ENSDARG00000090963	1-2	4
BL15558	ENSDARG00000091509	1-2	4
BL18604	ENSDARG00000068404	1-1	1
BL18605	ENSDARG00000026198	1-1	1
BL18603	ENSDARG00000016415	1-1	1
BL18601	ENSDARG00000034734	1-1	1
BL23506	ENSDARG00000022309	1-1	2
BL23506	ENSDARG00000096359	1-1	2
BL17750	ENSDARG00000063075	1-3	4
BL17750	ENSDARG00000097245	1-3	4
BL17750	ENSDARG00000075455	1-3	4
BL17750	ENSDARG00000091408	1-3	4
BL23504	ENSDARG00000063187	1-1	1
BL26759	ENSDARG00000043666	1-1	1
BL07348	ENSDARG00000092609	1-1	1
BL07346	ENSDARG00000061682	1-1	2
BL07346	ENSDARG00000070497	1-1	2
BL07345	ENSDARG00000003287	1-1	1
BL07341	ENSDARG00000063145	1-1	1
BL07691	ENSDARG00000062585	1-1	1
BL17450	ENSDARG00000032389	1-1	1
BL22881	ENSDARG00000008407	1-2	2
BL22881	ENSDARG00000015759	1-2	2
BL21835	ENSDARG00000098856	1-3	4
BL21835	ENSDARG00000071331	1-3	4
BL21835	ENSDARG00000011422	1-3	4
BL21835	ENSDARG00000023797	1-3	4
BL21837	ENSDARG00000035595	1-1	1
BL21830	ENSDARG00000062489	1-2	2
BL21830	ENSDARG00000037487	1-2	2
BL25267	ENSDARG00000061738	1-2	2
BL25267	ENSDARG00000062959	1-2	2
BL30596	ENSDARG00000055288	1-2	2
BL30596	ENSDARG00000009505	1-2	2
BL23576	ENSDARG00000068258	1-4	4
BL23576	ENSDARG00000075580	1-4	4
BL23576	ENSDARG00000078778	1-4	4
BL23576	ENSDARG00000100679	1-4	4
BL05542	ENSDARG00000009740	1-1	1
BL01018	ENSDARG00000088316	1-1	1
BL24590	ENSDARG00000102885	1-1	1
BL24629	ENSDARG00000105018	1-1	1
BL07589	ENSDARG00000102565	1-1	2
BL07589	ENSDARG00000099266	1-1	2
BL03165	ENSDARG00000051875	1-1	1
BL13590	ENSDARG00000099406	1-3	4
BL13590	ENSDARG00000019179	1-3	4
BL13590	ENSDARG00000030626	1-3	4
BL13590	ENSDARG00000055463	1-3	4
BL08669	ENSDARG00000004246	1-3	3
BL08669	ENSDARG00000044954	1-3	3
BL08669	ENSDARG00000034268	1-3	3
BL18514	ENSDARG00000043938	1-1	1
BL25989	ENSDARG00000045612	1-3	1
BL21167	ENSDARG00000102684	1-2	2
BL21167	ENSDARG00000000861	1-2	2
BL17798	ENSDARG00000060115	1-3	3
BL17798	ENSDARG00000105302	1-3	3
BL17798	ENSDARG00000102702	1-3	3
BL19900	ENSDARG00000074730	1-1	1
BL23231	ENSDARG00000008279	1-1	1
BL03321	ENSDARG00000077095	1-1	2
BL03321	ENSDARG00000063594	1-1	2
BL03672	ENSDARG00000019728	1-2	2
BL03672	ENSDARG00000102742	1-2	2
BL21996	ENSDARG00000018179	1-2	2
BL21996	ENSDARG00000014986	1-2	2
BL05775	ENSDARG00000104409	1-1	2
BL05775	ENSDARG00000090646	1-1	2
BL18247	ENSDARG00000062315	1-2	3
BL18247	ENSDARG00000079618	1-2	3
BL18247	ENSDARG00000058606	1-2	3
BL14851	ENSDARG00000009493	1-2	2
BL14851	ENSDARG00000103651	1-2	2
BL12334	ENSDARG00000087564	1-1	1
BL21953	ENSDARG00000020469	1-1	1
BL05321	ENSDARG00000023110	1-1	1
BL00356	ENSDARG00000004672	1-1	1
BL20382	ENSDARG00000100822	1-1	1
BL18872	ENSDARG00000015922	1-1	3
BL18872	ENSDARG00000014348	1-1	3
BL18872	ENSDARG00000074715	1-1	3
BL96783	ENSDARG00000059287	1-2	1
BL00794	ENSDARG00000070832	1-1	1
BL76284	ENSDARG00000086933	1-1	1
BL05289	ENSDARG00000074447	1-3	4
BL05289	ENSDARG00000061096	1-3	4
BL05289	ENSDARG00000103666	1-3	4
BL05289	ENSDARG00000060093	1-3	4
BL11952	ENSDARG00000018530	1-2	3
BL11952	ENSDARG00000089016	1-2	3
BL11952	ENSDARG00000002552	1-2	3
BL02252	ENSDARG00000070187	1-2	3
BL02252	ENSDARG00000063570	1-2	3
BL02252	ENSDARG00000023814	1-2	3
BL23992	ENSDARG00000042000	1-2	4
BL23992	ENSDARG00000056509	1-2	4
BL23992	ENSDARG00000086856	1-2	4
BL23992	ENSDARG00000057497	1-2	4
BL15501	ENSDARG00000058115	1-4	5
BL15501	ENSDARG00000069105	1-4	5
BL15501	ENSDARG00000011027	1-4	5
BL15501	ENSDARG00000011190	1-4	5
BL15501	ENSDARG00000004782	1-4	5
BL15839	ENSDARG00000070448	1-3	3
BL15839	ENSDARG00000078815	1-3	3
BL15839	ENSDARG00000032157	1-3	3
BL25736	ENSDARG00000034189	1-2	3
BL25736	ENSDARG00000087203	1-2	3
BL25736	ENSDARG00000027500	1-2	3
BL11953	ENSDARG00000028676	1-2	3
BL11953	ENSDARG00000063661	1-2	3
BL11953	ENSDARG00000020086	1-2	3
BL07724	ENSDARG00000061421	1-2	4
BL07724	ENSDARG00000077124	1-2	4
BL07724	ENSDARG00000077545	1-2	4
BL07724	ENSDARG00000077791	1-2	4
BL03955	ENSDARG00000079123	1-2	2
BL03955	ENSDARG00000011662	1-2	2
BL10390	ENSDARG00000078251	1-2	3
BL10390	ENSDARG00000079281	1-2	3
BL10390	ENSDARG00000061450	1-2	3
BL13517	ENSDARG00000069744	1-1	1
BL00873	ENSDARG00000020656	1-1	2
BL00873	ENSDARG00000031702	1-1	2
BL11220	ENSDARG00000086169	1-1	2
BL11220	ENSDARG00000087176	1-1	2
BL16513	ENSDARG00000100020	1-2	2
BL16513	ENSDARG00000055129	1-2	2
BL04849	ENSDARG00000053617	1-4	6
BL04849	ENSDARG00000014273	1-4	6
BL04849	ENSDARG00000043010	1-4	6
BL04849	ENSDARG00000011065	1-4	6
BL04849	ENSDARG00000056206	1-4	6
BL04849	ENSDARG00000071395	1-4	6
BL23413	ENSDARG00000067996	1-2	2
BL23413	ENSDARG00000074670	1-2	2
BL18961	ENSDARG00000059897	1-3	5
BL18961	ENSDARG00000086214	1-3	5
BL18961	ENSDARG00000004586	1-3	5
BL18961	ENSDARG00000077228	1-3	5
BL18961	ENSDARG00000098511	1-3	5
BL06566	ENSDARG00000045928	1-1	1
BL01692	ENSDARG00000105178	1-2	3
BL01692	ENSDARG00000076014	1-2	3
BL01692	ENSDARG00000009941	1-2	3
BL00633	ENSDARG00000025174	1-2	3
BL00633	ENSDARG00000087421	1-2	3
BL00633	ENSDARG00000074242	1-2	3
BL00631	ENSDARG00000074301	1-1	2
BL00631	ENSDARG00000032206	1-1	2
BL04406	ENSDARG00000057276	1-2	2
BL04406	ENSDARG00000069230	1-2	2
BL00892	ENSDARG00000090821	1-2	1
BL15450	ENSDARG00000077162	1-1	1
BL06953	ENSDARG00000093431	1-1	2
BL06953	ENSDARG00000101032	1-1	2
BL08937	ENSDARG00000078433	1-1	1
BL08936	ENSDARG00000098344	1-1	2
BL08936	ENSDARG00000055291	1-1	2
BL28619	ENSDARG00000104517	1-1	1
BL95792	ENSDARG00000021905	1-1	1
BL02090	ENSDARG00000026024	1-1	1
BL02093	ENSDARG00000003750	1-1	1
BL12721	ENSDARG00000023900	1-1	1
BL12725	ENSDARG00000022399	1-2	2
BL12725	ENSDARG00000042033	1-2	2
BL12724	ENSDARG00000098235	1-1	1
BL12728	ENSDARG00000008979	1-1	1
BL23032	ENSDARG00000038123	1-3	4
BL23032	ENSDARG00000025326	1-3	4
BL23032	ENSDARG00000099766	1-3	4
BL23032	ENSDARG00000008030	1-3	4
BL14372	ENSDARG00000036359	1-1	1
BL14374	ENSDARG00000099913	1-1	1
BL09327	ENSDARG00000028201	1-1	1
BL22613	ENSDARG00000075297	1-1	1
BL15029	ENSDARG00000070545	1-2	3
BL15029	ENSDARG00000004529	1-2	3
BL15029	ENSDARG00000086775	1-2	3
BL15020	ENSDARG00000079504	1-2	2
BL15020	ENSDARG00000011884	1-2	2
BL09813	ENSDARG00000001818	1-3	11
BL09813	ENSDARG00000052207	1-3	11
BL09813	ENSDARG00000015065	1-3	11
BL09813	ENSDARG00000093068	1-3	11
BL09813	ENSDARG00000038424	1-3	11
BL09813	ENSDARG00000053462	1-3	11
BL09813	ENSDARG00000043719	1-3	11
BL09813	ENSDARG00000012694	1-3	11
BL09813	ENSDARG00000093198	1-3	11
BL09813	ENSDARG00000087359	1-3	11
BL09813	ENSDARG00000021004	1-3	11
BL09815	ENSDARG00000063451	1-1	1
BL24510	ENSDARG00000006110	1-1	1
BL19829	ENSDARG00000102615	1-1	1
BL06191	ENSDARG00000091086	1-3	3
BL06191	ENSDARG00000088332	1-3	3
BL06191	ENSDARG00000062824	1-3	3
BL04730	ENSDARG00000025891	1-1	2
BL04730	ENSDARG00000075713	1-1	2
BL22229	ENSDARG00000100292	1-1	1
BL13939	ENSDARG00000069681	1-1	1
BL07229	ENSDARG00000021899	1-1	1
BL72045	ENSDARG00000037815	1-2	2
BL72045	ENSDARG00000010301	1-2	2
BL23985	ENSDARG00000087611	1-1	1
BL23988	ENSDARG00000037587	1-4	7
BL23988	ENSDARG00000055307	1-4	7
BL23988	ENSDARG00000002230	1-4	7
BL23988	ENSDARG00000000690	1-4	7
BL23988	ENSDARG00000044278	1-4	7
BL23988	ENSDARG00000077356	1-4	7
BL23988	ENSDARG00000042974	1-4	7
BL18135	ENSDARG00000019338	1-1	1
BL18130	ENSDARG00000030241	1-1	1
BL23329	ENSDARG00000077778	1-2	1
BL15858	ENSDARG00000104531	1-1	1
BL20986	ENSDARG00000021097	1-1	1
BL20987	ENSDARG00000005218	1-1	1
BL20984	ENSDARG00000102877	1-1	1
BL20985	ENSDARG00000022509	1-2	3
BL20985	ENSDARG00000012388	1-2	3
BL20985	ENSDARG00000032970	1-2	3
BL15851	ENSDARG00000044925	1-1	1
BL15855	ENSDARG00000012820	1-1	1
BL04358	ENSDARG00000012403	1-1	1
BL16801	ENSDARG00000057738	1-1	1
BL17562	ENSDARG00000045909	1-1	2
BL17562	ENSDARG00000094627	1-1	2
BL17560	ENSDARG00000069630	1-1	1
BL17567	ENSDARG00000041729	1-3	3
BL17567	ENSDARG00000051763	1-3	3
BL17567	ENSDARG00000098420	1-3	3
BL21049	ENSDARG00000088293	1-3	5
BL21049	ENSDARG00000063436	1-3	5
BL21049	ENSDARG00000078736	1-3	5
BL21049	ENSDARG00000079962	1-3	5
BL21049	ENSDARG00000041515	1-3	5
BL18751	ENSDARG00000101776	1-1	1
BL18398	ENSDARG00000038995	1-1	1
BL97480	ENSDARG00000061000	1-2	2
BL97480	ENSDARG00000090787	1-2	2
BL95810	ENSDARG00000001930	1-1	1
BL20539	ENSDARG00000088807	1-1	1
BL05843	ENSDARG00000010052	1-4	6
BL05843	ENSDARG00000013087	1-4	6
BL05843	ENSDARG00000011170	1-4	6
BL05843	ENSDARG00000010420	1-4	6
BL05843	ENSDARG00000103937	1-4	6
BL05843	ENSDARG00000032849	1-4	6
BL14031	ENSDARG00000013150	1-1	1
BL14032	ENSDARG00000103176	1-2	3
BL14032	ENSDARG00000100940	1-2	3
BL14032	ENSDARG00000023362	1-2	3
BL14036	ENSDARG00000043360	1-1	1
BL21214	ENSDARG00000042995	1-1	1
BL21213	ENSDARG00000105093	1-1	1
BL18834	ENSDARG00000012039	1-1	1
BL08384	ENSDARG00000020334	1-1	2
BL08384	ENSDARG00000012340	1-1	2
BL11330	ENSDARG00000075459	1-2	3
BL11330	ENSDARG00000103699	1-2	3
BL11330	ENSDARG00000074119	1-2	3
BL20161	ENSDARG00000016302	1-1	1
BL22753	ENSDARG00000039615	1-3	6
BL22753	ENSDARG00000003399	1-3	6
BL22753	ENSDARG00000102778	1-3	6
BL22753	ENSDARG00000037677	1-3	6
BL22753	ENSDARG00000088048	1-3	6
BL22753	ENSDARG00000043962	1-3	6
BL11280	ENSDARG00000104348	1-2	3
BL11280	ENSDARG00000017542	1-2	3
BL11280	ENSDARG00000078625	1-2	3
BL26750	ENSDARG00000054683	1-2	2
BL26750	ENSDARG00000025017	1-2	2
BL07558	ENSDARG00000105237	1-2	2
BL07558	ENSDARG00000089071	1-2	2
BL07556	ENSDARG00000063051	1-1	1
BL07557	ENSDARG00000102865	1-1	1
BL07555	ENSDARG00000017444	1-1	1
BL07551	ENSDARG00000012204	1-3	3
BL07551	ENSDARG00000032072	1-3	3
BL07551	ENSDARG00000079470	1-3	3
BL10255	ENSDARG00000018272	1-1	1
BL10449	ENSDARG00000102845	1-2	4
BL10449	ENSDARG00000034093	1-2	4
BL10449	ENSDARG00000104664	1-2	4
BL10449	ENSDARG00000018856	1-2	4
BL12859	ENSDARG00000078645	1-2	3
BL12859	ENSDARG00000015134	1-2	3
BL12859	ENSDARG00000035452	1-2	3
BL12565	ENSDARG00000059870	1-4	4
BL12565	ENSDARG00000062954	1-4	4
BL12565	ENSDARG00000005908	1-4	4
BL12565	ENSDARG00000089372	1-4	4
BL08833	ENSDARG00000078997	1-1	1
BL05972	ENSDARG00000102546	1-1	1
BL18373	ENSDARG00000076791	1-2	2
BL18373	ENSDARG00000063726	1-2	2
BL08302	ENSDARG00000035607	1-1	1
BL08307	ENSDARG00000060596	1-2	1
BL05308	ENSDARG00000019236	1-1	1
BL03465	ENSDARG00000036542	1-2	3
BL03465	ENSDARG00000018765	1-2	3
BL03465	ENSDARG00000055349	1-2	3
BL90680	ENSDARG00000090785	1-3	2
BL90680	ENSDARG00000076060	1-3	2
BL16964	ENSDARG00000039125	1-3	5
BL16964	ENSDARG00000071357	1-3	5
BL16964	ENSDARG00000087742	1-3	5
BL16964	ENSDARG00000033444	1-3	5
BL16964	ENSDARG00000001234	1-3	5
BL03468	ENSDARG00000015905	1-1	1
BL00846	ENSDARG00000103284	1-1	1
BL04167	ENSDARG00000098349	1-4	4
BL04167	ENSDARG00000075139	1-4	4
BL04167	ENSDARG00000105179	1-4	4
BL04167	ENSDARG00000056642	1-4	4
BL03798	ENSDARG00000053058	1-1	2
BL03798	ENSDARG00000093606	1-1	2
BL04168	ENSDARG00000075285	1-1	2
BL04168	ENSDARG00000062865	1-1	2
BL22832	ENSDARG00000062476	1-1	1
BL09499	ENSDARG00000013828	1-1	1
BL09498	ENSDARG00000001940	1-1	1
BL22836	ENSDARG00000016117	1-1	1
BL16343	ENSDARG00000102636	1-1	1
BL16345	ENSDARG00000100862	1-4	4
BL16345	ENSDARG00000075141	1-4	4
BL16345	ENSDARG00000077080	1-4	4
BL16345	ENSDARG00000099947	1-4	4
BL16347	ENSDARG00000058090	1-1	1
BL16349	ENSDARG00000017312	1-1	2
BL16349	ENSDARG00000099566	1-1	2
BL17760	ENSDARG00000045411	1-1	1
BL17766	ENSDARG00000101886	1-1	1
BL17769	ENSDARG00000092134	1-1	1
BL12327	ENSDARG00000015427	1-3	1
BL13447	ENSDARG00000098171	1-2	4
BL13447	ENSDARG00000095212	1-2	4
BL13447	ENSDARG00000009402	1-2	4
BL13447	ENSDARG00000096927	1-2	4
BL13441	ENSDARG00000018073	1-1	1
BL13440	ENSDARG00000056007	1-2	1
BL23045	ENSDARG00000037871	1-2	2
BL23045	ENSDARG00000040657	1-2	2
BL23040	ENSDARG00000037046	1-1	1
BL23048	ENSDARG00000038024	1-3	1
BL14233	ENSDARG00000103902	1-2	3
BL14233	ENSDARG00000104225	1-2	3
BL14233	ENSDARG00000010953	1-2	3
BL15729	ENSDARG00000011921	1-1	1
BL10931	ENSDARG00000041431	1-2	2
BL10931	ENSDARG00000042988	1-2	2
BL02731	ENSDARG00000024771	1-1	1
BL10932	ENSDARG00000007708	1-1	1
BL22797	ENSDARG00000057854	1-1	1
BL22796	ENSDARG00000074611	1-1	1
BL22873	ENSDARG00000016132	1-1	2
BL22873	ENSDARG00000074634	1-1	2
BL23823	ENSDARG00000021046	1-1	1
BL22744	ENSDARG00000025854	1-1	1
BL19983	ENSDARG00000071409	1-1	4
BL19983	ENSDARG00000056794	1-1	4
BL19983	ENSDARG00000015404	1-1	4
BL19983	ENSDARG00000102393	1-1	4
BL19981	ENSDARG00000098405	1-1	1
BL19986	ENSDARG00000008239	1-1	1
BL20552	ENSDARG00000006332	1-1	1
BL01242	ENSDARG00000015918	1-1	1
BL04361	ENSDARG00000021086	1-1	1
BL04367	ENSDARG00000077387	1-1	1
BL04368	ENSDARG00000075072	1-1	1
BL02209	ENSDARG00000013343	1-2	3
BL02209	ENSDARG00000042368	1-2	3
BL02209	ENSDARG00000015016	1-2	3
BL02205	ENSDARG00000004363	1-2	1
BL19916	ENSDARG00000094587	1-1	1
BL02204	ENSDARG00000078567	1-3	3
BL02204	ENSDARG00000075048	1-3	3
BL02204	ENSDARG00000089138	1-3	3
BL02200	ENSDARG00000053917	1-1	1
BL21405	ENSDARG00000002127	1-2	2
BL21405	ENSDARG00000005318	1-2	2
BL21401	ENSDARG00000078805	1-1	1
BL21402	ENSDARG00000055610	1-1	1
BL21408	ENSDARG00000040111	1-1	1
BL21409	ENSDARG00000104953	1-1	1
BL11010	ENSDARG00000092610	1-1	2
BL11010	ENSDARG00000101098	1-1	2
BL95526	ENSDARG00000055504	1-4	3
BL95526	ENSDARG00000014914	1-4	3
BL95526	ENSDARG00000100181	1-4	3
BL07180	ENSDARG00000102861	1-1	1
BL07184	ENSDARG00000032087	1-1	1
BL07187	ENSDARG00000100374	1-2	1
BL04986	ENSDARG00000068678	1-1	1
BL04987	ENSDARG00000003189	1-1	1
BL04988	ENSDARG00000039456	1-1	1
BL06273	ENSDARG00000038030	1-1	1
BL06274	ENSDARG00000077726	1-1	2
BL06274	ENSDARG00000078525	1-1	2
BL06275	ENSDARG00000061527	1-2	1
BL06276	ENSDARG00000105243	1-1	1
BL11542	ENSDARG00000015876	1-2	2
BL11542	ENSDARG00000079182	1-2	2
BL12529	ENSDARG00000103697	1-2	2
BL12529	ENSDARG00000021855	1-2	2
BL19244	ENSDARG00000073976	1-1	8
BL19244	ENSDARG00000091409	1-1	8
BL19244	ENSDARG00000086352	1-1	8
BL19244	ENSDARG00000090237	1-1	8
BL19244	ENSDARG00000089966	1-1	8
BL19244	ENSDARG00000086522	1-1	8
BL19244	ENSDARG00000004898	1-1	8
BL19244	ENSDARG00000055415	1-1	8
BL16488	ENSDARG00000104563	1-3	4
BL16488	ENSDARG00000052898	1-3	4
BL16488	ENSDARG00000077371	1-3	4
BL16488	ENSDARG00000043466	1-3	4
BL33749	ENSDARG00000089033	1-1	1
BL05119	ENSDARG00000009534	1-1	1
BL05111	ENSDARG00000034916	1-1	1
BL05113	ENSDARG00000071025	1-1	1
BL05116	ENSDARG00000020008	1-1	2
BL05116	ENSDARG00000011983	1-1	2
BL96062	ENSDARG00000079687	1-1	1
BL96063	ENSDARG00000035147	1-1	1
BL96064	ENSDARG00000059658	1-1	1
BL10771	ENSDARG00000090993	1-1	1
BL17476	ENSDARG00000102387	1-2	2
BL17476	ENSDARG00000056757	1-2	2
BL08531	ENSDARG00000013655	1-3	4
BL08531	ENSDARG00000061713	1-3	4
BL08531	ENSDARG00000042548	1-3	4
BL08531	ENSDARG00000027154	1-3	4
BL03615	ENSDARG00000011851	1-1	1
BL03614	ENSDARG00000018006	1-3	2
BL03614	ENSDARG00000036056	1-3	2
BL04643	ENSDARG00000034777	1-1	1
BL04641	ENSDARG00000026519	1-2	2
BL04641	ENSDARG00000068370	1-2	2
BL04649	ENSDARG00000003373	1-1	1
BL23661	ENSDARG00000042252	1-1	1
BL11795	ENSDARG00000101443	1-1	1
BL11799	ENSDARG00000059826	1-1	2
BL11799	ENSDARG00000102517	1-1	2
BL11420	ENSDARG00000013892	1-1	1
BL11425	ENSDARG00000021985	1-1	1
BL11429	ENSDARG00000061629	1-1	1
BL11428	ENSDARG00000037397	1-1	2
BL11428	ENSDARG00000016994	1-1	2
BL02566	ENSDARG00000099294	1-1	1
BL02567	ENSDARG00000012555	1-2	2
BL02567	ENSDARG00000001950	1-2	2
BL02563	ENSDARG00000075962	1-3	3
BL02563	ENSDARG00000044718	1-3	3
BL02563	ENSDARG00000057107	1-3	3
BL12210	ENSDARG00000061185	1-1	1
BL95626	ENSDARG00000096310	1-1	1
BL08128	ENSDARG00000098733	1-1	1
BL17485	ENSDARG00000028715	1-1	1
BL17487	ENSDARG00000055885	1-1	1
BL17489	ENSDARG00000020363	1-1	1
BL18152	ENSDARG00000089569	1-2	3
BL18152	ENSDARG00000053568	1-2	3
BL18152	ENSDARG00000060860	1-2	3
BL14683	ENSDARG00000071271	1-1	1
BL14681	ENSDARG00000102643	1-1	1
BL23589	ENSDARG00000077291	1-3	1
BL23587	ENSDARG00000099954	1-2	2
BL23587	ENSDARG00000030633	1-2	2
BL23586	ENSDARG00000007278	1-1	1
BL23582	ENSDARG00000100252	1-1	1
BL19558	ENSDARG00000043157	1-1	1
BL19554	ENSDARG00000035781	1-1	2
BL19554	ENSDARG00000016519	1-1	2
BL19557	ENSDARG00000068193	1-1	1
BL19556	ENSDARG00000057680	1-1	1
BL19553	ENSDARG00000060366	1-1	1
BL24175	ENSDARG00000029482	1-1	1
BL22445	ENSDARG00000070368	1-1	3
BL22445	ENSDARG00000025608	1-1	3
BL22445	ENSDARG00000093405	1-1	3
BL21528	ENSDARG00000015174	1-2	2
BL21528	ENSDARG00000020847	1-2	2
BL20697	ENSDARG00000056886	1-1	1
BL20698	ENSDARG00000074466	1-2	3
BL20698	ENSDARG00000017261	1-2	3
BL20698	ENSDARG00000006944	1-2	3
BL20699	ENSDARG00000010051	1-1	1
BL07013	ENSDARG00000075584	1-1	1
BL07011	ENSDARG00000020647	1-1	2
BL07011	ENSDARG00000018840	1-1	2
BL07015	ENSDARG00000098813	1-2	3
BL07015	ENSDARG00000069208	1-2	3
BL07015	ENSDARG00000044605	1-2	3
BL18406	ENSDARG00000041747	1-1	1
BL05756	ENSDARG00000061458	1-1	1
BL05753	ENSDARG00000019250	1-1	1
BL05751	ENSDARG00000009315	1-2	2
BL05751	ENSDARG00000037488	1-2	2
BL05759	ENSDARG00000021984	1-1	1
BL04080	ENSDARG00000024124	1-1	1
BL04082	ENSDARG00000095224	1-1	1
BL16533	ENSDARG00000060775	1-2	2
BL16533	ENSDARG00000071881	1-2	2
BL16530	ENSDARG00000005993	1-1	2
BL16530	ENSDARG00000100918	1-1	2
BL16535	ENSDARG00000090820	1-2	2
BL16535	ENSDARG00000036865	1-2	2
BL03366	ENSDARG00000008637	1-1	1
BL03363	ENSDARG00000105288	1-1	1
BL07069	ENSDARG00000007531	1-1	1
BL02014	ENSDARG00000026767	1-1	1
BL12945	ENSDARG00000010601	1-3	3
BL12945	ENSDARG00000059817	1-3	3
BL12945	ENSDARG00000069755	1-3	3
BL13013	ENSDARG00000089689	1-1	1
BL10092	ENSDARG00000074435	1-1	1
BL10091	ENSDARG00000061459	1-2	2
BL10091	ENSDARG00000005482	1-2	2
BL10095	ENSDARG00000061066	1-2	2
BL10095	ENSDARG00000105000	1-2	2
BL10094	ENSDARG00000004870	1-2	2
BL10094	ENSDARG00000015540	1-2	2
BL11320	ENSDARG00000101210	1-1	2
BL11320	ENSDARG00000061282	1-1	2
BL11327	ENSDARG00000052279	1-2	2
BL11327	ENSDARG00000040302	1-2	2
BL11324	ENSDARG00000025338	1-2	1
BL11325	ENSDARG00000102463	1-2	2
BL11325	ENSDARG00000069313	1-2	2
BL52172	ENSDARG00000074895	1-1	1
BL96383	ENSDARG00000059838	1-3	3
BL96383	ENSDARG00000075433	1-3	3
BL96383	ENSDARG00000104836	1-3	3
BL09890	ENSDARG00000057184	1-1	1
BL09893	ENSDARG00000060362	1-1	2
BL09893	ENSDARG00000098313	1-1	2
BL02846	ENSDARG00000094922	1-1	2
BL02846	ENSDARG00000042527	1-1	2
BL00574	ENSDARG00000089578	1-1	1
BL08760	ENSDARG00000069169	1-1	2
BL08760	ENSDARG00000037267	1-1	2
BL08761	ENSDARG00000039343	1-2	2
BL08761	ENSDARG00000056331	1-2	2
BL97165	ENSDARG00000060741	1-1	1
BL16674	ENSDARG00000037652	1-1	1
BL03006	ENSDARG00000075215	1-1	1
BL24111	ENSDARG00000011259	1-4	4
BL24111	ENSDARG00000103476	1-4	4
BL24111	ENSDARG00000039181	1-4	4
BL24111	ENSDARG00000103454	1-4	4
BL09565	ENSDARG00000014943	1-1	1
BL00227	ENSDARG00000054978	1-2	2
BL00227	ENSDARG00000053431	1-2	2
BL09568	ENSDARG00000025983	1-3	3
BL09568	ENSDARG00000074346	1-3	3
BL09568	ENSDARG00000014828	1-3	3
BL12001	ENSDARG00000007449	1-2	2
BL12001	ENSDARG00000015856	1-2	2
BL12006	ENSDARG00000090895	1-2	3
BL12006	ENSDARG00000088238	1-2	3
BL12006	ENSDARG00000075284	1-2	3
BL12007	ENSDARG00000025728	1-1	2
BL12007	ENSDARG00000027828	1-1	2
BL19334	ENSDARG00000029729	1-1	1
BL19336	ENSDARG00000016260	1-3	3
BL19336	ENSDARG00000022968	1-3	3
BL19336	ENSDARG00000037433	1-3	3
BL19332	ENSDARG00000060438	1-2	3
BL19332	ENSDARG00000058696	1-2	3
BL19332	ENSDARG00000008966	1-2	3
BL22418	ENSDARG00000100047	1-1	1
BL22412	ENSDARG00000058342	1-3	4
BL22412	ENSDARG00000061391	1-3	4
BL22412	ENSDARG00000061974	1-3	4
BL22412	ENSDARG00000078552	1-3	4
BL17696	ENSDARG00000053455	1-1	1
BL17699	ENSDARG00000040668	1-1	1
BL21293	ENSDARG00000017337	1-1	1
BL15698	ENSDARG00000090778	1-1	1
BL03531	ENSDARG00000089369	1-1	1
BL15348	ENSDARG00000070432	1-1	1
BL15341	ENSDARG00000039913	1-1	1
BL15343	ENSDARG00000039356	1-1	2
BL15343	ENSDARG00000017422	1-1	2
BL15344	ENSDARG00000007526	1-1	1
BL15345	ENSDARG00000102978	1-2	1
BL15346	ENSDARG00000079659	1-1	1
BL23425	ENSDARG00000045999	1-4	1
BL23427	ENSDARG00000022652	1-1	1
BL18756	ENSDARG00000075354	1-1	1
BL24817	ENSDARG00000101378	1-1	1
BL07268	ENSDARG00000008380	1-2	2
BL07268	ENSDARG00000017143	1-2	2
BL07269	ENSDARG00000018283	1-1	1
BL07265	ENSDARG00000042737	1-2	4
BL07265	ENSDARG00000102035	1-2	4
BL07265	ENSDARG00000018980	1-2	4
BL07265	ENSDARG00000062502	1-2	4
BL19693	ENSDARG00000055426	1-2	1
BL06607	ENSDARG00000034943	1-1	2
BL06607	ENSDARG00000003866	1-1	2
BL06602	ENSDARG00000077428	1-2	2
BL06602	ENSDARG00000007824	1-2	2
BL01951	ENSDARG00000104094	1-2	1
BL01955	ENSDARG00000060415	1-4	5
BL01955	ENSDARG00000075819	1-4	5
BL01955	ENSDARG00000023868	1-4	5
BL01955	ENSDARG00000042308	1-4	5
BL01955	ENSDARG00000011157	1-4	5
BL01959	ENSDARG00000102277	1-2	1
BL95793	ENSDARG00000025383	1-1	1
BL02095	ENSDARG00000030805	1-1	1
BL95790	ENSDARG00000038442	1-2	2
BL95790	ENSDARG00000068763	1-2	2
BL01376	ENSDARG00000018593	1-1	1
